Data_Set,Chain,Step,b,R_0,omega,rho,sigma
0,2,362000,0.00718186,2.12834,0.0247201,0.0927163,0.06573
0,3,362000,0.00766318,2.31437,0.0257828,0.0800148,0.0639629
0,4,362000,0.0084253,1.82212,0.010713,0.0437233,0.0208748
0,0,362050,0.00742062,2.18232,0.0117204,0.0518922,0.0516466
0,1,362050,0.00842388,1.77008,0.0061076,0.0937605,0.0358855
0,2,362050,0.00595298,2.56147,0.035746,0.1168,0.0736713
0,3,362050,0.00937739,1.66953,0.0164055,0.156768,0.109773
0,4,362050,0.0084253,1.82212,0.010713,0.0437233,0.0208748
0,0,362100,0.0068854,1.87253,0.00910751,0.0519517,0.187735
0,1,362100,0.00842388,1.77008,0.0061076,0.0937605,0.0358855
0,2,362100,0.00595298,2.56147,0.035746,0.1168,0.0736713
0,3,362100,0.00708976,2.1309,0.0131841,0.124649,0.154895
0,4,362100,0.00980813,1.78658,0.0143227,0.0834144,0.0514508
0,0,362150,0.00690801,2.60874,0.0291021,0.0814101,0.14834
0,1,362150,0.00730732,2.07374,0.00514945,0.0631248,0.0607928
0,2,362150,0.00446648,2.69422,0.0203238,0.126765,0.035295
0,3,362150,0.00708976,2.1309,0.0131841,0.124649,0.154895
0,4,362150,0.00980813,1.78658,0.0143227,0.0834144,0.0514508
0,0,362200,0.00704156,1.94786,0.0240168,0.0809943,0.0110885
0,1,362200,0.00773117,2.26287,0.031799,0.0811824,0.091984
0,2,362200,0.00525023,2.70388,0.0169252,0.0795888,0.0174273
0,3,362200,0.00683917,2.34426,0.0491354,0.172246,0.00614018
0,4,362200,0.00768238,2.03404,0.0179356,0.142026,0.0258619
0,0,362250,0.00602889,2.88764,0.0290703,0.104027,0.0235629
0,1,362250,0.00773117,2.26287,0.031799,0.0811824,0.091984
0,2,362250,0.00612162,2.19412,0.0103474,0.0524092,0.0690678
0,3,362250,0.00827733,1.98172,0.0455143,0.138499,0.178488
0,4,362250,0.00479636,2.78492,0.0253164,0.108772,0.0751303
0,0,362300,0.00628035,2.23466,0.0214699,0.203111,0.0166275
0,1,362300,0.00684162,2.15293,0.0288419,0.0677331,0.00521357
0,2,362300,0.00555855,2.09439,0.0151539,0.0699007,0.101339
0,3,362300,0.00800479,2.22466,0.0592239,0.16023,0.129425
0,4,362300,0.00623596,1.9673,0.0203445,0.145726,0.148841
0,0,362350,0.00602978,2.18038,0.0581767,0.202406,0.0140287
0,1,362350,0.00612682,1.89807,0.00612018,0.108861,0.166965
0,2,362350,0.0076114,2.17213,0.0127492,0.0324116,0.169174
0,3,362350,0.0067803,1.87451,0.0141669,0.117735,0.181218
0,4,362350,0.00656407,2.29497,0.0386948,0.158896,0.0746223
0,0,362400,0.00772717,1.85132,0.0359862,0.1919,0.0818486
0,1,362400,0.00736243,1.91612,0.0103582,0.107346,0.0434589
0,2,362400,0.00877439,1.57056,0.00289818,0.0690816,0.181
0,3,362400,0.00585192,2.55871,0.0388683,0.0889857,0.038884
0,4,362400,0.00635616,2.14123,0.0335604,0.226373,0.228723
0,0,362450,0.00752068,2.38285,0.048567,0.159326,0.173498
0,1,362450,0.00650536,2.16133,0.0126331,0.0658515,0.0968327
0,2,362450,0.0083724,2.15807,0.0104641,0.0445382,0.248816
0,3,362450,0.00527267,2.46987,0.0102355,0.112544,0.0978349
0,4,362450,0.00702764,1.92359,0.0272727,0.118672,0.00422486
0,0,362500,0.00834453,2.62708,0.0623204,0.147187,0.127725
0,1,362500,0.00650536,2.16133,0.0126331,0.0658515,0.0968327
0,2,362500,0.00808451,1.80125,0.0146937,0.0751152,0.0853897
0,3,362500,0.00706586,1.9063,0.00224957,0.130439,0.0646153
0,4,362500,0.00696944,2.02831,0.0144184,0.116874,0.0632556
0,0,362550,0.00940151,2.26149,0.10376,0.17706,0.0572419
0,1,362550,0.00695397,2.15962,0.0149243,0.112186,0.0140857
0,2,362550,0.00915449,1.78778,0.00243494,0.0245929,0.143355
0,3,362550,0.00844043,1.90292,0.0363212,0.154519,0.042288
0,4,362550,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362600,0.0107546,1.98205,0.0613402,0.199425,0.0876296
0,1,362600,0.00521062,2.50655,0.042031,0.0932214,0.00590498
0,2,362600,0.00915449,1.78778,0.00243494,0.0245929,0.143355
0,3,362600,0.00728415,2.01168,0.0158627,0.153514,0.0469637
0,4,362600,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362650,0.00559541,2.33148,0.0691106,0.200622,0.0864304
0,1,362650,0.00849233,1.68675,0.00585259,0.139213,0.0694518
0,2,362650,0.00915449,1.78778,0.00243494,0.0245929,0.143355
0,3,362650,0.00728415,2.01168,0.0158627,0.153514,0.0469637
0,4,362650,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362700,0.00443549,2.80014,0.0153152,0.183341,0.0355962
0,1,362700,0.00739304,2.27645,0.0359851,0.10518,0.043973
0,2,362700,0.00915449,1.78778,0.00243494,0.0245929,0.143355
0,3,362700,0.00728415,2.01168,0.0158627,0.153514,0.0469637
0,4,362700,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362750,0.00512084,2.07973,0.0108561,0.136152,0.081574
0,1,362750,0.00802945,1.68585,0.0137482,0.0887576,0.0476927
0,2,362750,0.00657386,2.2194,0.00371208,0.0200254,0.0308022
0,3,362750,0.00728415,2.01168,0.0158627,0.153514,0.0469637
0,4,362750,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362800,0.0078285,1.85077,0.0333311,0.135832,0.151364
0,1,362800,0.00826303,1.76271,0.0100607,0.0927215,0.119504
0,2,362800,0.00502375,2.78559,0.00837682,0.0612595,0.00115641
0,3,362800,0.00728415,2.01168,0.0158627,0.153514,0.0469637
0,4,362800,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362850,0.0070372,2.13656,0.0161692,0.122882,0.126008
0,1,362850,0.00736545,2.04334,0.0226033,0.103822,0.0190024
0,2,362850,0.00471368,2.45907,0.00162854,0.0408193,0.0947461
0,3,362850,0.0080012,1.87366,0.0153466,0.138888,0.138625
0,4,362850,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362900,0.00678211,2.59074,0.0375925,0.0739255,0.0647665
0,1,362900,0.00736545,2.04334,0.0226033,0.103822,0.0190024
0,2,362900,0.00545054,2.24768,0.00302119,0.0663361,0.00515208
0,3,362900,0.00760968,1.91741,0.000646661,0.075652,0.0956127
0,4,362900,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,362950,0.00695494,1.75055,0.000241205,0.0233314,0.11205
0,1,362950,0.00736545,2.04334,0.0226033,0.103822,0.0190024
0,2,362950,0.00658559,2.07905,0.0299855,0.180861,0.0118518
0,3,362950,0.00816364,1.83452,0.0126648,0.15603,0.0200279
0,4,362950,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363000,0.00695494,1.75055,0.000241205,0.0233314,0.11205
0,1,363000,0.00575486,2.26407,0.00749333,0.0301263,0.0751774
0,2,363000,0.00672513,2.03281,0.00971962,0.117934,0.125246
0,3,363000,0.00814593,1.63891,0.0147107,0.157668,0.0177472
0,4,363000,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363050,0.0078177,1.96141,0.0079126,0.0499218,0.0705366
0,1,363050,0.00746963,1.76389,0.0129595,0.101517,0.0272221
0,2,363050,0.00662597,2.20512,0.011971,0.115503,0.104677
0,3,363050,0.00670574,2.15849,0.031469,0.128999,0.0101725
0,4,363050,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363100,0.0078177,1.96141,0.0079126,0.0499218,0.0705366
0,1,363100,0.00746963,1.76389,0.0129595,0.101517,0.0272221
0,2,363100,0.00761134,2.13746,0.0181904,0.0736923,0.0831965
0,3,363100,0.00607316,2.03107,0.00689508,0.0942951,0.0899457
0,4,363100,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363150,0.00748815,2.30595,0.0213937,0.0749305,0.0957267
0,1,363150,0.00685775,2.01595,0.00681493,0.104099,0.0206829
0,2,363150,0.00724289,2.10876,0.0129425,0.0917214,0.0482182
0,3,363150,0.00653388,2.12842,0.0127064,0.100035,0.110357
0,4,363150,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363200,0.00680661,2.29296,0.0221335,0.128449,0.0551616
0,1,363200,0.00663154,2.11277,0.02599,0.111633,0.0153471
0,2,363200,0.00688925,1.81382,0.00845266,0.0839412,0.0482784
0,3,363200,0.0056905,2.10082,0.00249586,0.0701909,0.107318
0,4,363200,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363250,0.00534711,1.97568,0.0080205,0.0747579,0.0390956
0,1,363250,0.00827732,1.74883,0.00913027,0.0640666,0.107021
0,2,363250,0.00580491,2.13182,0.0108637,0.0533388,0.0216906
0,3,363250,0.0056905,2.10082,0.00249586,0.0701909,0.107318
0,4,363250,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363300,0.00757907,1.94944,0.00805978,0.0362769,0.125909
0,1,363300,0.00886132,1.64455,0.00126333,0.0737315,0.0153523
0,2,363300,0.00580491,2.13182,0.0108637,0.0533388,0.0216906
0,3,363300,0.00758981,2.0591,0.00482274,0.052368,0.0915336
0,4,363300,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363350,0.00652163,2.41182,0.0152937,0.0728126,0.0231779
0,1,363350,0.0104662,1.69438,0.0126527,0.0741086,0.0612704
0,2,363350,0.00580491,2.13182,0.0108637,0.0533388,0.0216906
0,3,363350,0.0070678,1.75526,0.00854003,0.0711141,0.0797244
0,4,363350,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363400,0.00652163,2.41182,0.0152937,0.0728126,0.0231779
0,1,363400,0.0089361,1.89907,0.0200775,0.0779841,0.0815164
0,2,363400,0.00782858,1.77238,0.00675483,0.0398167,0.0158518
0,3,363400,0.00966556,1.66897,0.00203556,0.0440332,0.0156296
0,4,363400,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363450,0.00568187,2.79101,0.017776,0.0406024,0.0576087
0,1,363450,0.00944921,1.65993,0.0127744,0.0969344,0.102633
0,2,363450,0.00743703,1.94362,0.00831655,0.087315,0.0170218
0,3,363450,0.00961618,1.79948,0.0209245,0.0730928,0.0347841
0,4,363450,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363500,0.00672054,2.14262,0.00512991,0.0476981,0.0200942
0,1,363500,0.00944921,1.65993,0.0127744,0.0969344,0.102633
0,2,363500,0.00743703,1.94362,0.00831655,0.087315,0.0170218
0,3,363500,0.0082995,2.28631,0.0328942,0.0856606,0.0190412
0,4,363500,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363550,0.00588786,2.34898,0.00700846,0.0611008,0.00569848
0,1,363550,0.00944921,1.65993,0.0127744,0.0969344,0.102633
0,2,363550,0.00743703,1.94362,0.00831655,0.087315,0.0170218
0,3,363550,0.00829164,1.92494,0.0171239,0.108693,0.117563
0,4,363550,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363600,0.00627484,2.0223,0.00603853,0.0389607,0.0269231
0,1,363600,0.00948777,1.88217,0.0173159,0.0790053,0.160245
0,2,363600,0.00839085,1.57975,0.000486261,0.0859335,0.0262406
0,3,363600,0.00891533,1.65595,0.0157393,0.180844,0.0858643
0,4,363600,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363650,0.00627484,2.0223,0.00603853,0.0389607,0.0269231
0,1,363650,0.0085471,1.54418,0.00329956,0.0566111,0.0514937
0,2,363650,0.00837325,2.20812,0.0159777,0.0510375,0.0486618
0,3,363650,0.00817099,1.99763,0.0475823,0.162301,0.0723244
0,4,363650,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363700,0.00627484,2.0223,0.00603853,0.0389607,0.0269231
0,1,363700,0.0104078,1.74761,0.00309396,0.0897247,0.239176
0,2,363700,0.00837325,2.20812,0.0159777,0.0510375,0.0486618
0,3,363700,0.00817099,1.99763,0.0475823,0.162301,0.0723244
0,4,363700,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363750,0.00719411,1.9603,0.00891556,0.0397961,0.00487567
0,1,363750,0.0101418,1.96682,0.0158234,0.0682481,0.194177
0,2,363750,0.00712355,2.22175,0.0215077,0.123456,0.00478022
0,3,363750,0.00987842,1.8291,0.040908,0.192087,0.0300206
0,4,363750,0.00598699,1.99039,0.00468681,0.0455331,0.00549216
0,0,363800,0.00719411,1.9603,0.00891556,0.0397961,0.00487567
0,1,363800,0.0101418,1.96682,0.0158234,0.0682481,0.194177
0,2,363800,0.00789293,1.85368,0.00654697,0.0966198,0.0901374
0,3,363800,0.00987842,1.8291,0.040908,0.192087,0.0300206
0,4,363800,0.00658079,1.99264,0.00216342,0.0122511,0.0723439
0,0,363850,0.00719411,1.9603,0.00891556,0.0397961,0.00487567
0,1,363850,0.00969972,2.26139,0.0357153,0.0687247,0.135673
0,2,363850,0.00723271,2.31057,0.026095,0.0991691,0.067183
0,3,363850,0.011886,1.74012,0.0485188,0.206426,0.0577067
0,4,363850,0.00658079,1.99264,0.00216342,0.0122511,0.0723439
0,0,363900,0.00719411,1.9603,0.00891556,0.0397961,0.00487567
0,1,363900,0.00874057,1.83275,0.0132138,0.0914752,0.114474
0,2,363900,0.00860362,1.92792,0.00265853,0.0344732,0.00117513
0,3,363900,0.011886,1.74012,0.0485188,0.206426,0.0577067
0,4,363900,0.00658079,1.99264,0.00216342,0.0122511,0.0723439
0,0,363950,0.00792612,2.29917,0.0106713,0.0415973,0.00863557
0,1,363950,0.00874057,1.83275,0.0132138,0.0914752,0.114474
0,2,363950,0.0079718,1.82641,0.00287234,0.0191371,0.0409999
0,3,363950,0.011886,1.74012,0.0485188,0.206426,0.0577067
0,4,363950,0.00564064,2.19351,0.00140163,0.00618875,0.125453
0,0,364000,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364000,0.00952943,1.52111,0.0051853,0.123311,0.00818811
0,2,364000,0.0079718,1.82641,0.00287234,0.0191371,0.0409999
0,3,364000,0.00980684,1.92049,0.0526856,0.206685,0.171845
0,4,364000,0.00434744,2.08807,4.58804e-05,0.0213277,0.0695202
0,0,364050,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364050,0.00844607,1.70405,0.0247401,0.160816,0.0496119
0,2,364050,0.0079718,1.82641,0.00287234,0.0191371,0.0409999
0,3,364050,0.00855618,2.04086,0.0785088,0.207055,0.000132694
0,4,364050,0.00880839,1.65891,0.00508821,0.0343235,0.0485761
0,0,364100,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364100,0.00546564,2.67846,0.0184686,0.0726801,0.0440214
0,2,364100,0.00889424,1.84477,0.00072864,0.0196981,0.0781549
0,3,364100,0.00927607,1.70014,0.0527482,0.234913,0.00933274
0,4,364100,0.00880839,1.65891,0.00508821,0.0343235,0.0485761
0,0,364150,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364150,0.00659489,1.80076,0.000299536,0.0264606,0.0737461
0,2,364150,0.00889424,1.84477,0.00072864,0.0196981,0.0781549
0,3,364150,0.00843023,1.72397,0.0198918,0.283125,0.0685936
0,4,364150,0.00855139,1.68303,0.00254665,0.0391292,0.0900157
0,0,364200,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364200,0.00630984,2.12001,0.011412,0.071819,0.0454102
0,2,364200,0.00889424,1.84477,0.00072864,0.0196981,0.0781549
0,3,364200,0.00870306,1.77317,0.0513007,0.237459,0.0671348
0,4,364200,0.00855139,1.68303,0.00254665,0.0391292,0.0900157
0,0,364250,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364250,0.00630984,2.12001,0.011412,0.071819,0.0454102
0,2,364250,0.00606497,2.44363,0.00957649,0.0693445,0.208621
0,3,364250,0.00977184,2.02693,0.0410579,0.151928,0.220878
0,4,364250,0.00855139,1.68303,0.00254665,0.0391292,0.0900157
0,0,364300,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364300,0.00776068,1.80623,0.00288035,0.105792,0.0230735
0,2,364300,0.00606513,2.39601,0.01218,0.0835589,0.150595
0,3,364300,0.00993181,1.89934,0.0321347,0.209443,0.181367
0,4,364300,0.00979113,1.7176,0.0145331,0.0997836,0.0253591
0,0,364350,0.00779925,1.72724,0.000351699,0.03745,0.0841605
0,1,364350,0.00776068,1.80623,0.00288035,0.105792,0.0230735
0,2,364350,0.00499336,2.96581,0.021525,0.0919929,0.0546207
0,3,364350,0.00855465,2.08894,0.0529972,0.160169,0.204676
0,4,364350,0.00603866,2.43126,0.0253597,0.0577808,0.0224463
0,0,364400,0.00796156,2.05395,0.0097651,0.0617946,0.0147321
0,1,364400,0.00776068,1.80623,0.00288035,0.105792,0.0230735
0,2,364400,0.00560703,2.79212,0.0192795,0.0845167,0.00229776
0,3,364400,0.0108694,1.58677,0.00915819,0.154162,0.144799
0,4,364400,0.00888737,1.77051,0.0196977,0.116513,0.0250085
0,0,364450,0.00796156,2.05395,0.0097651,0.0617946,0.0147321
0,1,364450,0.00776068,1.80623,0.00288035,0.105792,0.0230735
0,2,364450,0.00693734,1.94655,0.00919424,0.0868013,0.0220185
0,3,364450,0.0108694,1.58677,0.00915819,0.154162,0.144799
0,4,364450,0.00888737,1.77051,0.0196977,0.116513,0.0250085
0,0,364500,0.00796156,2.05395,0.0097651,0.0617946,0.0147321
0,1,364500,0.00871706,1.79195,0.0188286,0.100966,0.0112785
0,2,364500,0.00693734,1.94655,0.00919424,0.0868013,0.0220185
0,3,364500,0.0101387,1.85483,0.0222049,0.114518,0.192153
0,4,364500,0.00835163,1.80783,0.0204756,0.155163,0.00161603
0,0,364550,0.00796156,2.05395,0.0097651,0.0617946,0.0147321
0,1,364550,0.00871706,1.79195,0.0188286,0.100966,0.0112785
0,2,364550,0.00732051,1.74507,0.00273597,0.095816,0.0676694
0,3,364550,0.0106388,1.69703,0.0174774,0.193011,0.0952739
0,4,364550,0.00835163,1.80783,0.0204756,0.155163,0.00161603
0,0,364600,0.00796156,2.05395,0.0097651,0.0617946,0.0147321
0,1,364600,0.0083439,1.74815,0.0109354,0.0907277,0.0933528
0,2,364600,0.00663692,2.10751,0.0110382,0.104579,0.00468846
0,3,364600,0.0106388,1.69703,0.0174774,0.193011,0.0952739
0,4,364600,0.00844648,1.8049,0.00701743,0.13351,0.0351473
0,0,364650,0.00796156,2.05395,0.0097651,0.0617946,0.0147321
0,1,364650,0.00870695,1.70619,0.00624909,0.0838244,0.157203
0,2,364650,0.00714206,2.23581,0.025257,0.111266,0.00547255
0,3,364650,0.00762038,1.75353,0.0154037,0.149863,0.0769643
0,4,364650,0.00526231,2.38718,0.0324373,0.152886,0.0510333
0,0,364700,0.00625014,2.08295,0.00417152,0.0897267,0.0389994
0,1,364700,0.00870695,1.70619,0.00624909,0.0838244,0.157203
0,2,364700,0.00678812,1.85574,0.000929934,0.0559196,0.00566171
0,3,364700,0.00791955,2.10347,0.041581,0.147194,0.144095
0,4,364700,0.00526231,2.38718,0.0324373,0.152886,0.0510333
0,0,364750,0.0050909,2.68334,0.0322038,0.152494,0.0180211
0,1,364750,0.00870695,1.70619,0.00624909,0.0838244,0.157203
0,2,364750,0.00678812,1.85574,0.000929934,0.0559196,0.00566171
0,3,364750,0.00791955,2.10347,0.041581,0.147194,0.144095
0,4,364750,0.00705736,2.09404,0.0130096,0.219357,0.0195093
0,0,364800,0.0050909,2.68334,0.0322038,0.152494,0.0180211
0,1,364800,0.00765276,1.72329,0.00155546,0.084514,0.032245
0,2,364800,0.00678812,1.85574,0.000929934,0.0559196,0.00566171
0,3,364800,0.0087126,1.64575,0.00488764,0.0931859,0.21118
0,4,364800,0.00818742,2.06763,0.0194102,0.11412,0.215965
0,0,364850,0.00626102,2.73229,0.0370407,0.12465,0.00149437
0,1,364850,0.00793825,1.93964,0.00741648,0.0515506,0.128966
0,2,364850,0.00678812,1.85574,0.000929934,0.0559196,0.00566171
0,3,364850,0.00946312,2.16851,0.0451022,0.141799,0.235378
0,4,364850,0.00792307,2.23665,0.0215331,0.0556513,0.193572
0,0,364900,0.00465406,2.93996,0.0208178,0.0849311,0.00519105
0,1,364900,0.00793825,1.93964,0.00741648,0.0515506,0.128966
0,2,364900,0.00678812,1.85574,0.000929934,0.0559196,0.00566171
0,3,364900,0.00675684,2.43654,0.0450972,0.160244,0.109251
0,4,364900,0.00879885,1.61577,0.00481719,0.0387757,0.232834
0,0,364950,0.00591845,2.11044,0.00935433,0.087663,0.0161733
0,1,364950,0.00793825,1.93964,0.00741648,0.0515506,0.128966
0,2,364950,0.00721201,1.97873,0.00987854,0.0592715,0.0142515
0,3,364950,0.00747849,2.31857,0.0238142,0.0806615,0.0905032
0,4,364950,0.00902561,1.72196,0.00439372,0.0909143,0.219606
0,0,365000,0.00591845,2.11044,0.00935433,0.087663,0.0161733
0,1,365000,0.00793825,1.93964,0.00741648,0.0515506,0.128966
0,2,365000,0.00721201,1.97873,0.00987854,0.0592715,0.0142515
0,3,365000,0.00747849,2.31857,0.0238142,0.0806615,0.0905032
0,4,365000,0.00844536,1.72559,0.00304491,0.099826,0.0967647
0,0,365050,0.00591845,2.11044,0.00935433,0.087663,0.0161733
0,1,365050,0.00793825,1.93964,0.00741648,0.0515506,0.128966
0,2,365050,0.00721201,1.97873,0.00987854,0.0592715,0.0142515
0,3,365050,0.00882558,1.77317,0.0268336,0.158208,0.142055
0,4,365050,0.00511722,2.36975,0.0046994,0.0345217,0.120011
0,0,365100,0.00794403,1.96724,0.0113089,0.08998,0.27061
0,1,365100,0.00633141,2.14049,0.0132966,0.0656679,0.0992355
0,2,365100,0.00721995,1.67835,0.00356373,0.0952026,0.0337801
0,3,365100,0.00904421,1.69585,0.0182328,0.148978,0.162937
0,4,365100,0.00865085,1.75152,1.04341e-05,0.05874,0.159268
0,0,365150,0.00834228,1.8729,0.0242445,0.0889633,0.234709
0,1,365150,0.00671788,2.38061,0.0108081,0.0611184,0.07502
0,2,365150,0.0074794,1.80438,0.00513446,0.0829905,0.00752051
0,3,365150,0.00919061,1.79243,0.0154832,0.067691,0.0245493
0,4,365150,0.00801564,2.39164,0.0299274,0.0701359,0.108138
0,0,365200,0.00926486,1.95539,0.00553338,0.0492848,0.246135
0,1,365200,0.00939903,1.67195,0.00542306,0.0846371,0.0764083
0,2,365200,0.0074794,1.80438,0.00513446,0.0829905,0.00752051
0,3,365200,0.00919061,1.79243,0.0154832,0.067691,0.0245493
0,4,365200,0.00827631,1.70903,0.0168915,0.0806063,0.0496352
0,0,365250,0.00825055,2.11342,0.0135072,0.0553516,0.183635
0,1,365250,0.00805947,1.66537,0.00235358,0.0833545,0.0731664
0,2,365250,0.0074794,1.80438,0.00513446,0.0829905,0.00752051
0,3,365250,0.00989719,1.84456,0.045883,0.115856,0.0283624
0,4,365250,0.00849255,1.95791,0.0431408,0.14652,0.191972
0,0,365300,0.00999276,1.79089,0.0202391,0.0909594,0.095362
0,1,365300,0.00802144,1.77157,0.000604284,0.0247885,0.140169
0,2,365300,0.0074794,1.80438,0.00513446,0.0829905,0.00752051
0,3,365300,0.00816179,1.77396,0.0119221,0.229068,0.0282406
0,4,365300,0.00936155,2.01441,0.0520175,0.126008,0.156982
0,0,365350,0.0084536,1.77058,0.0206017,0.158931,0.0818433
0,1,365350,0.00802144,1.77157,0.000604284,0.0247885,0.140169
0,2,365350,0.0074794,1.80438,0.00513446,0.0829905,0.00752051
0,3,365350,0.00742868,1.88328,0.0119784,0.264392,0.0892998
0,4,365350,0.00732364,1.79093,0.00798322,0.172993,0.0758716
0,0,365400,0.00837451,1.96843,0.0377176,0.125971,0.0331898
0,1,365400,0.00802144,1.77157,0.000604284,0.0247885,0.140169
0,2,365400,0.0074794,1.80438,0.00513446,0.0829905,0.00752051
0,3,365400,0.00742868,1.88328,0.0119784,0.264392,0.0892998
0,4,365400,0.00732364,1.79093,0.00798322,0.172993,0.0758716
0,0,365450,0.00802319,1.99728,0.0238504,0.128913,0.0546584
0,1,365450,0.00882792,1.91062,0.00307181,0.0203167,0.0417159
0,2,365450,0.00725172,2.37023,0.0311336,0.0702085,0.0606553
0,3,365450,0.00740496,1.80953,0.0243958,0.194136,0.0487456
0,4,365450,0.00741096,1.87759,0.0354076,0.172359,0.0183016
0,0,365500,0.00925874,1.62387,0.00230514,0.100262,0.163855
0,1,365500,0.00885478,2.2832,0.01716,0.0469419,0.182012
0,2,365500,0.00557649,2.37022,0.0106022,0.0717757,0.188672
0,3,365500,0.00752268,1.85364,0.0229435,0.216916,0.00737336
0,4,365500,0.0073111,1.8458,0.0208716,0.156053,0.0330734
0,0,365550,0.00925874,1.62387,0.00230514,0.100262,0.163855
0,1,365550,0.00551787,1.91242,0.00123433,0.0446469,0.0957924
0,2,365550,0.00557649,2.37022,0.0106022,0.0717757,0.188672
0,3,365550,0.00579513,2.13476,0.0247352,0.133207,0.11798
0,4,365550,0.00687488,1.96795,0.028707,0.149046,0.00792788
0,0,365600,0.0100234,2.16923,0.0319674,0.0694629,0.0731789
0,1,365600,0.00571992,2.33111,0.00875171,0.0650983,0.0920344
